user.state.subs,binari.engaged,total.user.time.played.week.journey,periodicity,daytime.listened,total.user.skipped.week.journey,v1.perc.listened,artists.playlists.perc.listened,charts.perc.listened,content.lens.perc.listened,now.series.perc.listened,offline.playlists.perc.listened,online.playlist.perc.listened,playlists.perc.listened,promo.perc.listened,radio.perc.listened,recently.played.perc.listened,search.perc.listened,unknown.perc.listened,total.user.ratio.success.search.play.after30.sec,total.avg.time.background.week.journey,total.avg.time.foreground.week.journey,total.unique.playlists.played.week.journey,total.user.created.week.journey,total.user.trackadded.week.journey,total.user.ratio.skipped.week.journey,total.user.ratio.saved.week.journey,total.user.ratio.added.week.journey,songs.per.playlist.ratio
23,No,2435.2,1.837,Day,129,0,59.65,0,0,31.5,0,1.95,16.15,15.6,11.2,79.733,0,0,0,5796.8,1899.714,3.4,0,0,118.349,0.917,0,0
23,No,202,0,Day,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,7896,110,1,0,0,0,0,0,0
85,Yes,18239.727,0.472,Early,24.273,0,29.779,11.05,17.14,26.25,0,0,45.536,20.125,1.7,8.3,9.4,0,20,18344.091,949.091,10.818,0,0,22.084,0.91,0,0
23,No,6306,0.242,Day,5,0,14.7,0,0,0,0,0,55.9,0,0,29.4,0,0,0,5294,60,3,0,0,14.706,0,0,0
23,Yes,3266.667,3.128,Day,4.333,0,15.2,0,40.567,0,0,0,4.6,84.8,0,28.6,77.871,0,31.3,5447,1188.429,3.667,0,0,11.659,0,0,0
23,No,6023,1.321,Night,25,0,0,0,0,7.8,0,0,86.35,0,0,0,19.5,0,100,2976,1241.5,3,0,0,29.94,0,0,0
23,No,5549.5,1.078,Early,70,0,0,0,0,67.1,0,0,65.8,0,0,0,0,0,0,4200.667,373.333,3,0,0,110.236,0,0,0
23,No,3582.5,0.551,Early,19,0,7.8,0,0,0,80.4,0,5.9,0,0,0,25.5,0,0,1820.333,35,3.5,0,0,63.333,0,0,0
23,Yes,4174.333,1.381,Day,64,0,0,44.3,46.6,5.55,0,0,24.35,0,50.9,0,1,0,0,2168.5,950,8.667,1,1,60.568,0,0.946,1
23,No,1434,0,Late night,41,0,0,0,0,0,0,0,4.3,0,89.4,0,6.4,0,0,1394,589,3,2,2,87.234,29.787,4.255,1
23,Yes,445.8,2.062,Day,6,0,7.7,94.95,0,0,0,44.9,77.8,0,0,0,0,0,0,1512.5,409.5,2.2,1,15,39.474,6.579,98.684,15
23,Yes,6323.4,0.4,Day,64.25,0,0,0,51.433,57.1,0,0,76.28,100,0,0,53.6,0,0,48580.167,390.667,2,0,0,80.514,0,0,0
23,Yes,158,0,Late night,5,0,0,0,0,0,0,0,0,100,0,0,0,0,0,249,148,1,0,0,100,0,0,0
23,No,2380,1.08,Early,0,0,0,0,72.7,0,0,0,0,27.3,0,0,0,0,0,3072,313,3,0,0,0,0,0,0
23,No,66,0,Early,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0
23,No,21571,0,Day,14,0,0,0,37.7,0,0,0,62.3,0,0,0,0,0,0,24469,572,5,0,0,13.208,2.83,0,0
23,No,691.5,2.738,Early,0,0,0,0,0,0,0,0,75,0,0,50,0,0,0,312.5,375,1.5,0,0,0,0,0,0
23,Yes,15563.333,0.377,Day,6.5,0,14.533,0,29.062,31.627,0,0,6.9,0,0,5.75,44.507,0,51.9,136255,2418.25,9.667,0,0,5.945,0,0,0
23,Yes,189,0,Early,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,46,1,0,0,0,0,0,0
23,No,5187.25,1.496,Day,12,0,4.3,0,0,60.767,0,0,1.2,70.733,0,0,0,0,0,187532,509.75,2.75,0,0,23.881,0,0,0
53,Yes,24877,0.427,Day,18.667,0,11.3,17.6,46.867,0,66.433,0,25.15,0,0,0,0,0,0,54158.2,480.6,3.8,1,4,14.249,58.779,3.053,4
53,No,1434,0.258,Day,10,0,0,0,6.3,93.8,0,0,0,0,0,0,0,0,0,277,338,2,0,0,62.5,0,0,0
23,No,3455,3.754,Day,3.25,0,0,0,40.967,0,0,0,4.4,0,0,0,90.9,0,33.3,4849,301.2,2.25,0,0,9.774,0,0,0
23,No,948,0.945,Day,10,0,0,0,0,0,0,0,38.35,0,0,0,61.65,0,100,285.5,162.5,4,0,0,68.966,0,0,0
23,Yes,3828.714,0.738,Day,96.667,0,0,0,78.614,0,0,0,37.9,36.9,0,0,0,0,0,23315.5,440.833,4.429,1,8,94.375,3.905,7.81,8
53,Yes,6754.917,0.794,Day,12.5,0,13.3,10.375,27.12,67.65,0,0,26.913,12.75,0,8.025,20.783,0,47.8,50361.167,1993.5,3.5,1.5,1,25.126,0,2.01,1
23,No,3174.667,0.957,Day,24.667,0,0,0,0,15.1,93.7,0,1.9,0,0,0,1.9,0,50,11396.333,2024.667,1.667,0,0,40.217,89.674,0,0
23,Yes,4526.714,1.858,Day,7.2,0,19.567,0,52.45,92.667,0,0,40.65,42.4,0,0,20.7,0,183.3,19368.125,399.25,3,0,0,25.327,0,0,0
23,No,25100,0.093,Day,66,0,0,0,0,44.3,0,0,47.4,1.3,0,7,0,0,50,44220,2112,22,0,0,28.696,0,0,0
23,No,7056.75,1.4,Day,58.75,0,2.6,12.85,43.3,2.4,0,0,70.1,0,0,0,2.4,0,50,11798.5,437.25,4.5,0,0,56.086,0,0,0
23,No,10484.2,1.081,Day,18,0,0,1.2,32.35,20.633,0,0,34.867,26.28,0,47.85,20.25,0,93.3,26853.167,569.5,6.8,0,0,29.703,0,0,0
53,Yes,1807,0,Early,0,0,0,0,25,0,0,0,0,75,0,0,0,0,0,1205,153.333,2,0,0,0,0,0,0
23,No,1350.667,4.343,Day,24.667,0,0,100,0,0,0,0,20.7,3.4,87.95,0,0,0,80,1236,277,3.667,0,0,78.723,0,0,0
23,Yes,3943.222,1.557,Early,17.125,0,60.329,0,24.5,4.5,0,0,48.9,32.6,14.3,0,46.52,0,29.4,5561,182.889,3.889,0,0,54.654,0,0,0
23,No,1197.25,1.984,Day,29.5,0,0,0,100,0,0,0,67.1,100,56.2,0,0,9.6,0,16841.2,350.4,2.5,1,10,106.306,0,36.036,10
23,Yes,414.5,8.966,Day,0,0,11.1,0,86.7,13.3,0,0,0,0,0,0,88.9,0,30.8,4540,1126.667,3,4,15,0,525,125,3.75
23,No,3666.25,0.568,Day,46.5,0,10.8,0,23.933,24.533,0,0,12.733,25.6,0,29.3,28.367,0,60,29068.25,983,8.75,0,0,47.328,0,0,0
23,No,1110.333,3.107,Day,11,0,0,0,0,0,0,51.45,0,47.1,50,100,0,0,0,1131,2,1.667,0,0,75,6.818,0,0
23,Yes,4767.857,1.826,Night,31.2,0,43.733,0,24.175,21.1,41.2,65.9,60.967,4.4,0,0,10.3,0,27.9,22438.833,3130.286,6,7,153,50.092,90.31,245.642,29.143
23,Yes,2706.333,1.857,Day,0,0,0,0,100,40,0,0,0,0,0,60,0,0,0,2071.25,90.167,1.333,2,1,0,0,7.143,0.5
23,No,4979.667,1.703,Day,66,0,20.95,0,22.8,58.05,0,0,0,5.9,0,0,30.167,0,56.3,5912.333,2953.667,15.333,0,0,77.953,0,0,0
23,Yes,47581,0.096,Day,1,0,32.6,0,0,0,52.3,0,0,0.9,14.2,90.85,0,0,0,157479,446.333,6,0,0,0.459,0.917,0,0
23,No,540,0,Day,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1872,28,1,0,0,0,0,0,0
23,No,1186.5,0.293,Day,47,0,0,0,0,32.7,0,0,0,4.05,20.45,0,42.75,0,0,168.5,1801,5.5,0,0,36.863,0,0,0
23,No,12050,0.384,Day,0,0,0,0,0,54.8,0,0,17.7,0,0,27.4,0,0,0,18094,547,2,0,0,0,0,0,0
23,No,4489.25,0.804,Day,11,0,0,63,0,40.3,0,0,0,3.9,0,0,76.633,0,28.6,19138,2209,3,0,0,28.571,0,0,0
23,No,13130.25,0.208,Day,180.25,0,37.333,0,18.233,4.2,50.567,0,13.6,15.75,0,3.1,12.7,0,6.3,12024.5,8762,7,2,1,68.601,30.637,0.381,0.5
23,Yes,24747.222,0.317,Day,36.667,0,10.05,0,15.6,52.375,9.1,75.875,3.6,7.25,0.6,3.45,13.2,0,23.2,100440.9,6628.6,38.333,0,956,21.512,120.274,560.887,0
23,No,4983,0,Night,1,0,0,0,0,98.2,0,0,1.8,0,0,0,0,0,0,1790,1570,19,0,0,0.595,0,0,0
23,No,6991,0.561,Early,24.25,0,17.8,8.1,38,0,44.4,51.35,5.6,5,0,8.1,6.75,0,27.3,10697.25,562.75,7.5,1,18.333,41.453,1.709,31.339,55
23,No,13658.8,0.294,Day,146.5,0,7.6,0,40.625,10,0,0,61.367,27.067,0.5,0.5,12.833,0,41.7,65141.2,7871.8,5.8,2,1,83.144,0.568,0.568,0.5
23,Yes,6632.4,0.384,Night,15,0,1.3,2.9,18.35,13.85,88.364,0,2.3,6.15,0,4.35,11.967,0,112.5,117598.6,10388.6,3,0,0,8.671,10.26,0,0
23,No,2736,0,Day,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1568,12,1,0,0,0,0,0,0
23,No,13994.833,0.824,Day,3,0,37,0,25,4.7,0,58.425,0,24,0,0,38.6,0,41.7,13780.5,2870.667,5.333,0,11.5,3.956,0,15.165,0
23,Yes,17454.667,1.629,Day,12.167,0,65,32.9,0,75.8,0,0,54.533,48.467,0,14.3,6,0,0,14108.833,2333.167,3.167,1,2.5,12.875,1.587,2.646,5
53,Yes,1559.333,3.317,Day,22.75,0,32.8,15.15,75.475,100,10.7,0,4.15,17.2,97.35,4.1,0,0,0,1477.6,1959.5,2.5,6,3,84.783,34.783,11.18,1
53,Yes,30113.583,0.314,Night,18.455,0,11.867,0,20,4.5,0,0,80.006,21.68,0,5.2,3.933,0,18.8,135112.75,14214.083,3.833,0,0,10.818,0,0,0
53,Yes,18108.75,0.468,Day,14,0,14.467,42.25,24.929,41.6,6.6,0,26.538,22.15,51.32,0,29.567,0,54.5,93732,1198.083,7.25,0,0,13.57,1.454,0,0
53,No,5678.286,0.661,Day,9.667,0,23.85,0,0,10.233,0,0,66.043,30.9,0,0,0,0,0,15537.143,732.714,3.571,0,0,16.959,0,0,0
23,No,6120.333,0.844,Night,48.5,0,0,0,73.35,0,4.9,0,34.7,0,27.15,63.8,0,0,0,8995.143,1165.286,3.167,0,0,63.261,7.826,0,0
53,Yes,2718.5,17.047,Day,0,0,0,0,0,0,0,0,0,0,0,53.8,73.1,0,0,8313,289.75,2,0,0,0,0,0,0
53,Yes,918,3,Day,11.5,0,0,0,0,0,0,0,0,100,0,0,0,0,0,655.5,306.5,1,0,0,62.162,0,0,0
53,Yes,4324.091,1.371,Night,1,0,8.75,3.3,0,0,0,98.02,4.4,0,0,0,0,0,0,4130.917,139.25,2.727,1.333,10.8,4.721,0,50.987,13.5
53,Yes,321.75,2.008,Night,0,0,21.343,0,5.8,63.8,0,90,22.283,32.067,0.2,0,0,0,0,56257.333,305,2.25,0,1,0,0,6.061,0
23,No,6712.5,1.905,Night,2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,15647,464,1,0,0,6.349,0,0,0
53,Yes,6579.444,0.58,Night,238.111,0,11.325,35.357,31.64,2.7,0,0,38.97,9.622,6.2,36.8,19.267,8.5,220,23526.444,1199.778,15.889,0,0,83.776,0,0,0
53,No,1457,0.603,Day,0,0,3.1,14.6,18.4,44.02,0,58.083,8.2,13.05,0,1,6.2,0,75,539,1660,3.143,0,3,0,0,7.143,0
53,Yes,78084,0.099,Day,26,0,0,0,23.6,60.2,0,0,1,0,0,15.2,0,0,0,175572,1749.333,8,2,2,6.388,0,0.491,1
53,Yes,10581.833,0.438,Day,24.583,0,26.262,2.3,8.567,0,4.967,37.986,22.088,32.325,7.4,19.531,18.217,0,65,26365.667,2039.333,4.25,4.5,23,30.858,0,28.87,5.111
23,No,7663,0,Night,56,0,14.3,0,0,6.6,0,0,0,0,79.1,0,0,0,0,7751,1126,5,2,9,61.538,0,9.89,4.5
53,No,33255,0.252,Day,133.636,0,11.32,0,0,3.6,0,81.236,9.85,8.1,18.567,0,7.4,0,67.3,33608.818,773.727,24.545,0,5.5,47.619,0,1.96,0
53,Yes,5891.25,3.016,Day,16.5,0,0,0,0,0,99.371,0,0,0,0,0,4.4,0,0,2964,143.8,4.75,0,0,40.491,56.442,0,0
53,Yes,3619.667,0.87,Day,2,0,4.5,22.175,0,60.317,74.95,57.85,33.833,25.75,0,5.5,0,0,0,9334.833,679.25,2,0,3,6.061,8.485,9.091,0
53,Yes,20138.417,0.501,Day,6,0,7.9,9.833,20.427,33.746,7.7,0,18.6,43.064,0,5.85,18.75,0,106.7,19232.833,1908.5,5.833,0,0,5.438,0,0,0
23,Yes,4244.5,0.938,Day,43.333,0,1.2,0,10.9,4.2,0,0,3,31.82,68.217,12.5,0,0,0,35321.75,1009.75,3,0,0,72.524,0,0,0
23,Yes,14271.333,1.037,Day,3,0,39.625,52.25,24.6,41.933,0,0,37.3,29.425,10.3,57.8,27.25,0,0,36766.167,725.333,3.667,0,0,4.511,0,0,0
117,Yes,9736.333,1.061,Early,0,0,0,0,46.6,21.85,0,0,76.98,58.08,0,0,34.5,0,0,16921,146.333,1.833,0,0,0,0,0,0
55,No,677.333,3.642,Day,0,0,0,0,50,0,0,0,58.35,27.8,0,100,5.6,0,0,1364.333,185.5,3.667,0,0,0,0,0,0
53,No,22937.167,0.246,Day,23.167,0,0,0,0,15.875,73.883,0,16.433,8.667,0,17.9,0,0,0,7338.167,742.5,8.5,0,0,16.295,0,0,0
53,Yes,5325.333,0.903,Day,30.333,0,10.017,35.5,5.45,38.53,3,17.35,31.6,9.125,4.443,9.2,13.467,0,10,5911.444,5383.444,17.111,0,1,25.466,0,0.84,0
53,No,3159.333,5.994,Day,3,0,0,0,0,0,100,0,100,0,0,0,0,0,0,28984,625.667,1,0,0,19.149,268.085,0,0
53,No,21020,1.012,Night,0,0,22.5,0,0,6.3,0,0,14.15,22.52,1.1,32.68,25.975,0,102.3,123981.8,14909.2,9.8,0,0,0,0,0,0
53,No,5068.8,2.957,Day,0,0,0,0,0,73.2,0,0,100,0,0,90.2,0,0,0,20494.2,2411.8,1.2,0,0,0,0,0,0
53,Yes,9437.5,0.551,Day,11,0,1,43.43,32.456,36.85,0,0,0,0,34.55,1.9,23.812,0,42.9,18852.667,2925.75,5.583,0,0,18.283,0,0,0
23,No,7659,0.335,Early,28,0,0,0,0,41.3,67.275,1.5,1.65,24.2,0,4.1,28.2,0,45.5,5256.75,26863,6.75,1,3,35.11,29.676,3.762,3
53,Yes,26242.333,0.205,Day,10,0,0,86.567,0,0,0,0,14.8,14.5,0,0,11,0,200,137930.333,166.667,3.333,0,0,6.881,0,0,0
23,No,6174.8,0.667,Day,73.75,0,0,0,0,0,86.14,0,28.5,3.1,0,0,37.7,0,0,2610,594.4,4.4,0,0,79.301,217.204,0,0
23,Yes,3174.25,2.947,Early,10,0,0,0,0,0,0,0,100,0,0,0,0,0,0,2467,91.5,2,0,0,44.944,0,0,0
23,Yes,12264.5,0.572,Day,28.6,0,7.5,0,53.4,0,0,46.671,74.567,16.25,0,57.1,7.48,0,37.5,8116.7,1471.1,6.6,1,11,30.72,0,11.815,33
23,Yes,13727.333,0.161,Day,164.333,0,5.5,0,0,37.35,60.533,0,7.8,4.1,0.4,0.2,6.2,0,31.3,59532.333,1904.333,8.333,0,0,61.166,2.233,0,0
53,No,3832,0.113,Early,63,0,0,0,0,36.3,0,0,63.8,0,0,0,0,0,0,2303,135,1,0,0,78.75,0,0,0
23,No,95,0,Day,6,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,207,2,0,0,42.857,0,0,0
53,Yes,39381.75,0.21,Night,11.75,0,0,0,0,0,0,1.967,8.8,0,0,65.067,1.1,0,56.3,79748.25,1686.25,2.5,0,2.5,6.601,0,1.404,0
23,Yes,5390.25,1.964,Day,21.5,0,0,0,76.85,0,0,0,72.633,50.75,0,0,26.9,0,25,7999.5,325.167,2.5,0,0,55.844,0,0,0
23,No,2336.25,3.369,Day,13,0,0,0,0,92.3,0,100,69.233,0,0,0,0,0,0,6442.5,250.5,1.25,0,0,50,19.231,0,0
23,No,5895.4,1.681,Day,6.5,0,0,79.12,0,0,0,0,20,0,34.6,0,15.2,0,0,4789.667,14.667,4,0,0,19.461,0,0,0
23,Yes,14523.636,0.563,Early,15.9,0,12.18,8.033,13.125,11.3,35.938,21.8,34.983,23.943,27.457,0,27.42,0,46.7,31653,1865,7.727,1,12.667,18.219,4.583,14.514,38
23,Yes,4454,1.375,Day,29.667,0,20.2,8.3,38.033,0,74.683,81.85,69.65,5.9,0,6,28.625,0,44.4,3524.125,1208.125,5.5,1,14.714,62.456,21.353,30.977,103
23,No,3241.25,3.163,Day,1.5,0,13.3,28,0,28.35,0,0,24.35,64.433,0,0,60,0,36.4,3174.6,2401,5,2,1,6.897,0,4.598,0.5
23,Yes,7984.5,1.311,Day,35,0,18.4,0,100,15.25,0,42.3,70.08,25.95,0,16,53.05,0,43.8,8690,408.778,4.5,0,8.5,47.538,0,11.545,0
23,No,841,0,Day,0,0,0,0,0,0,0,0,0,0,0,0,100,0,58.3,29,0,9,0,0,0,0,0,0
23,No,3418,0.702,Night,4,0,0,0,0,0,0,0,70.2,64.9,0,0,0,0,0,7310.5,1681,1.5,0,4,16.667,0,16.667,0
23,No,3948,0.144,Day,38,0,0,0,0,0,0,98,0,0,0,2,0,0,0,112697,261.5,1,2,19,77.551,0,38.776,9.5
23,No,247,0,Day,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,248,4,0,0,0,0,0,0
23,Yes,6903.5,1.217,Day,7.8,0,0,0,34.767,1.7,0,0,22.2,8.633,0,83.827,62.98,0,27.3,8344.1,245.2,2.7,0,0,22.478,0,0,0
23,No,4407.333,1.357,Day,3.5,0,20.7,0,0,19.4,0,0,76.067,11.1,0,0,0,0,0,2324.667,36,3,0,0,14.189,0,0,0
23,Yes,4054.8,1.467,Day,64.333,0,0,0,57.5,5.1,0,0,46.44,25.333,0,53.8,20.067,0,29.4,23692.833,985.667,8.4,0,0,89.601,0,0,0
23,No,136,0,Early,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,200,253,1,0,0,0,0,0,0
23,Yes,8952.455,0.268,Early,148.9,0,3.75,27.05,12.138,38.3,0,0,43.4,24.186,0,7.08,12.98,0,106.4,48619.455,5501.727,7.727,0,0,28.123,0,0,0
23,Yes,5986.5,0.583,Day,46.5,0,0,0,45.3,0,0,0,75,45.3,0,0,17.2,0,8.3,13803,841.5,4,0,0,69.403,0,0,0
23,Yes,10727.125,0.207,Day,22.833,0,0.3,1.7,0,0,94.988,1.9,0.25,0.9,0,0,0,0,0,663494.375,3063,1.875,2,2.333,7.773,19.268,0.794,3.5
23,Yes,4591,0.211,Early,7,0,0,0,0,68.9,31.1,0,0,0,0,0,0,0,0,6955,752,2,2,3,15.556,28.889,6.667,1.5
23,Yes,10770.9,1.019,Day,3.25,0,35.525,0,43.5,51.2,0,0,56.164,52.233,0,33.8,0,0,0,53656,823.2,2.8,0,0,6.098,0,0,0
23,No,3089.667,1.152,Day,31.333,0,66.7,0,0,79.5,0,0,24.55,52.4,0,0,0,0,0,4271,118.2,3,0,0,79.661,0,0,0
23,Yes,16299.875,1.085,Day,0,0,16.1,0,37,42.025,0,0,58.525,46.488,0,50,19.275,0,0,72800,869.125,2.875,2,1,0,0,1.24,0.5
23,No,2307,0.813,Day,14,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1615,83,5,0,0,65.116,0,0,0
23,No,14,0,Day,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5103,47,1,0,0,0,0,0,0
23,No,3273.667,0.785,Day,1,0,6.7,0,58.533,60,0,0,48.9,0,0,0,4.4,0,33.3,2077.667,2760.333,4.333,0,0,4.412,0,0,0
23,Yes,761.833,3.825,Day,3.5,0,33,0,0,67.325,0,0,67.3,40.7,0,0,0,0,100,346.286,235,2.167,0,0,25.301,0,0,0
23,No,1487,0.365,Early,32,0,0,0,0,93.5,0,0,3.2,3.2,0,0,0,0,0,390,695.5,2,0,0,103.226,29.032,0,0
23,Yes,108,0,Early,0,0,0,0,35.3,0,0,0,64.7,0,0,0,0,0,83.3,0,0,2,1,8,0,0,47.059,8
23,No,315,0,Early,2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,685,47,1,0,0,25,0,0,0
23,No,412,0,Day,7,0,0,0,5.6,94.4,0,0,0,0,0,0,0,0,0,75,49,8,0,0,38.889,0,0,0
23,No,1487,3.105,Day,0,0,0,0,42.9,0,0,0,14.3,42.9,0,0,0,0,0,2161,124.5,2,0,0,0,0,0,0
23,Yes,8238.273,0.897,Day,7.444,0,26.957,0,13.675,19.05,0,0,41.858,41.775,18.1,0,42.28,0,53.8,40762.818,1489.182,5.091,0,0,13.251,0,0,0
23,Yes,9685,0.149,Day,0,0,0,80.4,0,0,0,0,2.2,0,0,0,0,17.4,0,13187,148,5,0,0,0,0,0,0
53,No,3240,0.812,Early,57.667,0,0,38.5,56.4,43.6,0,0,5.1,0,0,62.5,75,0,20,9614,165.2,3.5,0,0,109.321,0,0,0
53,No,3775.818,0.631,Day,26.333,0,38.317,0,15.917,50.15,6.6,0,9.5,7.68,13.46,13.233,8.7,0,44.1,52273.727,1702.182,10.273,1.5,1,30.017,2.565,1.14,0.667
23,Yes,3997.125,1.609,Day,11.4,0,19.75,65.267,32.333,41.875,0,0,81.3,45.88,0,0,8.3,0,30,2742.125,1414.125,5.875,0,0,25.055,0,0,0
23,No,827,3.015,Day,3,0,0,0,0,0,0,0,100,0,0,0,0,0,0,564,4,1,0,0,50,0,0,0
23,No,827,3.015,Early,3,0,0,0,0,0,0,0,100,0,0,0,0,0,0,564,4,1,0,0,50,0,0,0
23,No,3018,1.565,Day,12,0,11,26.5,0,16.65,0,0,4.1,0,0,0,71.367,0,45.5,29028,352,3.667,0,0,51.429,0,0,0
23,No,6474.667,0.544,Day,63,0,35.7,0,7.6,14,0,0.8,50.233,16.5,0,0.8,0,0,100,6279.333,1109.5,8,5,13,61.765,0.98,12.745,2.6
23,No,31986,0.367,Day,45.75,0,2.9,0.4,7.933,3.05,78.075,0,35.467,5.4,3,4.4,1.95,0,120,38392.167,1966.2,7.167,0,0,24.185,20.22,0,0
23,Yes,621,1.547,Early,0,0,33.3,21.6,48,25.5,0,0,2,34.8,0,0,0,0,0,0,1397,5.5,0,0,0,0,0,0
53,Yes,23536.083,0.184,Day,59.333,0,13.72,2.767,11.486,35.322,30.3,35.307,7.033,0.55,6.133,8.744,6.15,0,44.2,100879.583,11287.833,13.333,1,20,24.869,14.041,8.383,40
23,Yes,1808,5.277,Day,7,0,47,0,70.2,1.8,0,0,100,20,0,81.3,0,0,0,4350.667,168.8,1.5,0,0,58.333,0,0,0
23,No,5203.222,1.686,Day,2.333,0,23.7,39.4,100,25.25,0,0,28.62,14.3,45.413,21.2,10.5,0,50,9005.333,324.1,3.333,0,0,8.898,0,0,0
23,No,1915.333,4.996,Day,6.5,0,0,22.2,76.9,0,0,0,88.9,0,0,0,23.1,0,0,25455,426.667,1.667,4,11,46.429,0,78.571,2.75
23,Yes,1298.4,1.985,Day,0,0,11.8,0,86.667,64.7,0,0,8,45.4,0,0,0,0,0,1812.75,173.571,2.4,0,0,0,0,0,0
23,Yes,1298.4,1.985,Night,0,0,11.8,0,86.667,64.7,0,0,8,45.4,0,0,0,0,0,1812.75,173.571,2.4,0,0,0,0,0,0
117,Yes,4488.4,2.704,Night,8.25,0,0,7.5,0,98.125,0,0,100,100,0,100,0,0,0,3712.6,110,1.2,0,0,27.5,0,0,0
23,Yes,5349.2,1.278,Day,16,0,10.92,0.7,42.567,76.167,0,0,16.683,35.35,1.4,15.6,50.578,0,62.9,66361.4,963.2,5.4,0,0,33.543,0,0,0
53,Yes,959.25,2.216,Day,6.75,0,4.8,9.1,39.3,19.033,76.438,0,30.9,0,0,0,29.533,0,23.3,1721.875,727.125,3.875,0,0,43.902,100.348,0,0
23,Yes,1717.111,2.04,Night,4.5,0,44.975,0,58.333,60.9,0,0,33.78,25.167,12.5,89.3,62.5,0,0,1982.625,402.5,3.444,0,0,25.962,5.769,0,0
23,Yes,2869.333,0.822,Night,2,0,0,60,12,0,46.367,50,0,5.6,0,0,33.3,0,25,18823,950,3,4,4,8,28,16,1
23,No,4318.333,1.362,Day,7.286,0,0,0,20.6,0,0,63.111,28.6,34.567,0,19,9.967,0,23.1,32046.2,354.909,2.444,3,12.333,23.587,0,39.928,6.167
23,Yes,243.1,1.895,Day,9.111,0,15.4,5.9,27.433,58.388,0,11.1,28.85,39.15,47.1,9.1,0,0,0,545.75,191,5.8,0,1,47.454,0,5.208,0
53,No,2135.625,2.922,Day,1,0,64.8,51.783,72.4,0,0,0,55,0,33.3,8.7,33.3,0,100,11590,206.125,2.125,3,4,8.602,0,34.409,1.333
117,No,78,7.374,Night,29,0,100,0,0,0,0,0,0,0,100,0,0,0,0,3,107,2.5,0,0,165.714,0,0,0
53,Yes,9415.5,1.006,Night,115.833,0,13.633,9.133,26.25,26.817,0,0,27.5,3.7,0,3.3,31.067,0,54.9,7791.667,2067.667,12.833,0,0,64.832,0,0,0
23,Yes,40641.5,0.187,Day,105,0,0.6,0,20.4,0,0,89.25,0,0,0,0,0.5,0,0,502556.5,9804,3,1,64,39.252,0,23.925,128
23,Yes,7693.5,0.32,Day,277.571,0,20.45,7.75,43.633,65.96,49.5,0,30.06,54.033,0,0,11.55,0,222.2,80104.375,4932.625,4.25,0,0,106.247,22.201,0,0
53,No,2793,0.25,Day,0,0,0,0,0,11.8,0,0,0,0,0,0,88.2,0,66.7,1836,1268,6,0,0,0,0,0,0
53,Yes,19854.833,0.225,Day,62.25,0,4.8,0,0,19,73.931,0,43.155,0,0,6.175,1.1,0,66.7,65385.333,4873.333,4.083,0,0,29.808,31.923,0,0
23,No,11392,0.478,Day,2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,8583,805,4,0,0,3.509,0,0,0
23,No,5298,1.093,Late night,29.5,0,0,0,41.4,0,0,12.5,0,0,0,73.05,0,0,0,55716,1866.5,2,0,0,57.282,0,0,0
23,No,2144,1.415,Day,1.5,0,100,0,16.7,100,0,0,46.5,26.1,45.85,0,100,0,0,14867.333,57.833,2.5,0,0,13.636,0,0,0
53,No,3755.5,0.826,Early,11.75,0,8.1,0,0,14.3,0,0,96.4,10.7,75,0,2.7,0,14.3,3041.4,661.4,4.5,0,0,35.338,0,0,0
53,Yes,5819.364,0.8,Day,24.636,0,0,0,3.6,34.715,0,0,34.445,41.94,0,0,10.05,0,70,2172.636,1637.833,5.182,0,0,45.017,0,0,0
53,No,45,0,Day,4,0,0,0,0,60,0,0,40,0,0,0,0,0,0,620,108,2,0,0,80,0,0,0
53,Yes,11039.857,1.004,Day,18.286,0,7.8,0,4.1,15.5,0,19.22,84.5,10,0,0,45.775,0,7.1,39119.125,2096.4,3.429,2,18,25.347,0,24.951,9
53,Yes,42665.083,0.166,Early,144.167,0,0.7,14.367,12.74,28.133,0,6.3,31.507,5.477,0.9,16.342,9.5,0.7,117.4,176374.333,1255,28.833,1,7,38.148,0,1.852,7
53,Yes,3812.25,1.946,Night,41.5,0,0,0,8.5,69.7,0,0,29.8,0,0,0,50.85,0,37.5,1628.5,120,4,0,0,116.084,0,0,0
53,Yes,15656,0.3,Day,68.583,0,4.35,1.05,0,0,54,29.664,2.7,19.927,5.85,19,5.85,17.9,105.3,9083.167,2722.25,26,0,5.2,47.272,1.379,3.584,0
53,Yes,1448.5,5.619,Day,2,0,0,28.6,88.9,25,0,0,49.767,78.689,0,0,0,0,0,1182.5,6.667,3.167,0,0,19.355,0,0,0
