user.state.subs,binari.engaged,total.user.time.played.week.journey,periodicity,daytime.listened,total.user.skipped.week.journey,v1.perc.listened,artists.playlists.perc.listened,charts.perc.listened,content.lens.perc.listened,now.series.perc.listened,offline.playlists.perc.listened,online.playlist.perc.listened,playlists.perc.listened,promo.perc.listened,radio.perc.listened,recently.played.perc.listened,search.perc.listened,unknown.perc.listened,total.user.ratio.success.search.play.after30.sec,total.avg.time.background.week.journey,total.avg.time.foreground.week.journey,total.unique.playlists.played.week.journey,total.user.created.week.journey,total.user.trackadded.week.journey,total.user.ratio.skipped.week.journey,total.user.ratio.saved.week.journey,total.user.ratio.added.week.journey,songs.per.playlist.ratio
23,No,7903.4,0.462,Day,23.2,0,12.1,0,0,4,91.02,0,20.9,5.7,0,0,2.3,0,20,4470.8,392,3,0,0,31.694,7.286,0,0
23,Yes,838,0,Day,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,874,123,1,0,0,12.5,0,0,0
23,No,5235.333,0.872,Day,124.333,0,5.8,12.3,0,16.5,0,0,58.95,31.867,0,0,0,23.1,0,7366.667,856,8,0,0,86.343,0.694,0,0
23,Yes,2653.222,2.341,Night,8.222,0,0,0,0,92.4,0,0,100,34.6,72.956,0,81.8,0,0,2799.333,921.333,2.889,0,0,36.634,0,0,0
23,Yes,3981.286,1.577,Day,20,0,4.3,0,40.333,10.9,56,21.3,22.6,0,0,50,6.5,0,44.4,1477.833,1916.8,4.571,0,6,67.633,23.672,20.29,0
23,No,7601.167,0.297,Early,118.167,0,7.275,16.3,38.8,45.767,0,0,32.56,0,0,0,0,7.3,0,7480.833,1049,6.5,0,0,81.029,0,0,0
23,Yes,4239.2,4.295,Day,1,0,3.75,0,26.9,0,0,0,14.25,40.66,5.6,15,82.883,0,66.7,6787.6,463.4,3.6,0,0,3.067,0,0,0
23,Yes,3865.714,2.382,Day,7.667,0,70.24,0,22.7,54.333,0,0,51.075,0,0,0,52.933,0,72.7,4954.833,339.75,3,0,0,25.434,0,0,0
23,No,6544.4,0.695,Day,53.4,0,15.8,0,0,40,0,0,49.8,36.28,0,0,48.75,0,33.3,5587.6,424.6,5.6,0,0,66.253,0,0,0
23,No,1056,0,Day,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,673,3315,1,0,0,0,0,0,0
23,Yes,20713,0.278,Day,8.5,0,6.1,0,0,41.033,0,0,55.15,7.9,0,0,26.3,0,11.1,119630.667,1979,5,0,0,8.293,0,0,0
53,Yes,23511,0.382,Day,28.909,0,10.088,48.1,24.2,30.3,0,0,68.367,32.18,51.217,0,12.075,0,58.8,32926.583,2380.083,4.091,2,1,19.801,0.685,0.685,0.5
23,Yes,2060,1.706,Day,0,0,53.8,0,0,0,0,15.4,100,30.8,0,0,0,0,0,32,900.333,2,0,0,0,0,0,0
23,No,6230,0.592,Early,42.75,0,4.2,0,98,0,0,0,18.133,52.8,0,0,68.85,0,40,6900.75,92.25,3.5,0,0,68.4,0,0,0
23,Yes,3901,0.154,Day,26,0,0,0,0,34.9,0,0,0,0,34.9,0,30.2,0,300,65782,226.667,5,2,1,60.465,0,2.326,0.5
85,Yes,3339.917,1.426,Day,5,0,0,0,52.244,14.3,63.4,0,43.125,86.35,75,100,59.483,0,28.6,5848.25,124.167,2.167,0,0,30.457,261.929,0,0
23,No,466,0,Night,0,0,0,0,5,0,0,0,60,25,0,0,10,0,22.2,40,975,7,0,0,0,5,0,0
53,Yes,5840.1,1.493,Day,8.833,0,16.967,0,15.767,34.917,0,0,42.88,42.5,0,15.65,61.022,0,40.6,6778.667,3043,2.8,0,0,25.53,0,0,0
23,No,1437,0,Day,0,0,60,0,0,0,0,0,40,0,0,0,0,0,0,783.5,83,2,0,0,0,0,0,0
23,No,560,0,Early,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,610,76,1,0,0,0,0,0,0
23,Yes,10744.5,0.362,Night,68,0,0,0,11.6,67.25,0,0,48.9,0,4.4,0,0.7,0,100,5794,4155,11.5,0,0,70.833,0,0,0
23,No,3560.333,0.759,Day,27.167,0,43.1,0,48.8,47.1,0,0,47.925,33,0,0,36.35,0,40,16525.833,312.5,2.833,0,0,59.707,0,0,0
23,No,101,0,Day,3,0,0,0,76.9,0,0,0,0,0,23.1,0,0,0,0,0,372,4,0,0,23.077,0,0,0
23,No,2605.333,1.645,Day,7,0,0,0,100,4.8,0,0,0,0,0,0,97.6,0,0,15679,329.333,1.333,0,0,56.757,0,0,0
23,No,8005.5,0.269,Early,17,0,22.6,0,29.7,34.3,0,0,17.75,1.6,0,0,18.3,0,35.7,8529.5,1882,11,0,0,25.373,0,0,0
23,No,2025.5,6.088,Day,3,0,0,0,0,23.15,0,0,76.85,0,0,0,0,0,0,19187.5,273.5,2,0,0,16.667,0,0,0
53,Yes,12037.167,0.471,Day,8.167,0,6.75,18.45,50.57,20.6,0,22.909,20.76,17,17.2,7,41.327,0,22.4,87680.583,3312.333,5.833,1.5,14.2,11.226,1.375,19.519,23.667
23,No,8749,0.412,Day,8,0,0,0,0,12.8,0,0,87.2,0,0,0,0,0,0,29971,224,3,0,0,17.021,0,0,0
23,No,7749,2.476,Day,13.667,0,20.2,0,24.6,18.2,0,0,70.033,1.8,0,0,7,0,0,6761,651,7.333,0,0,22.162,0,0,0
23,No,2065,0,Day,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1217,2,1,0,0,0,0,0,0
23,Yes,49,0,Day,8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,114.286,0,0,0
23,Yes,6897.4,1.801,Day,20.333,0,3.9,21.7,22,48.85,0,0,15.767,34.25,0,0.7,83.6,0,27.3,6707.6,287.25,5,0,0,44.203,2.174,0,0
53,Yes,22730.545,0.524,Day,9.125,0,8.225,12.2,23.733,21.222,0,0,42.886,33.086,6.9,9,56.6,0,77.8,27462.583,5458.5,6.455,3,8,8.024,0,7.034,2.667
23,No,8240.333,0.728,Day,6.2,0,0,0,0,33.75,0,72.583,6.5,7.65,0,0,37.7,0,175,11654.6,622.75,4,0,20,11.138,0,35.928,0
23,Yes,10,0,Early,1,0,0,0,0,0,0,0,0,0,100,0,0,0,40,0,85,1,0,0,100,0,0,0
23,No,5537.25,0.856,Early,18.5,0,0,0,0,0,0,0,1,0,0,34.1,91.225,0,37.5,8160.75,543.75,1.5,0,0,37.374,0,0,0
23,Yes,1103.5,4.667,Day,23,0,0,0,0,30.6,0,16.7,8.3,100,44.4,0,0,0,0,1729,315.333,3.5,0,0,124.324,0,0,0
23,Yes,9263.455,0.595,Day,48.778,0,4.3,0,28.6,23.25,77.771,0,11.8,4.05,8.5,5.1,27.6,0,120,21123.091,1105.2,5.182,0,0,33.598,2.296,0,0
23,No,2102.667,1.689,Day,36,0,0,0,0,0,62.2,54.35,0,0,0,0,4.7,0,3,6525,964,2.667,0,1,94.737,15.789,2.632,0
23,No,809.5,3.212,Night,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,950.5,517.8,1.5,0,0,0,0,0,0
23,Yes,827,0.924,Day,1,0,0,0,83.3,8.3,0,0,8.3,0,0,0,0,0,100,8568,463,5,0,0,8.333,0,0,0
23,Yes,7700.714,0.965,Early,21.4,0,21.52,20.4,32.74,21.5,0,0,25.583,36.5,0,9.5,54.043,0,43.2,15386.167,1374,6.429,0,0,37.171,0,0,0
23,No,77,0,Night,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,10766,114,2,0,0,0,0,0,0
23,No,4103.667,2.187,Day,0,0,0,24.1,38.3,51.5,0,0,0,0,0,0,44.8,0,60,2229.667,3777,4.667,0,0,0,0,0,0
23,Yes,4843.667,2.163,Day,4.5,0,0,45.2,8.3,31,0,0,15.5,0,0,100,0,0,0,3618.333,2037.667,3.667,2,2,12.736,0,5.66,1
23,No,19957.333,0.572,Early,26.75,0,46.62,0,10.55,0,0,0,42.34,5.35,3.1,11.6,31.4,0,61.5,27841.8,844.667,5,0,0,21.896,0,0,0
23,Yes,13318.333,1.799,Day,19.75,0,24.4,0,18.3,4.9,100,88.16,14.45,9.6,2.2,21.3,15.5,0,27.8,31554.875,1245.778,4.167,4.5,30.5,19.652,86.567,30.348,6.778
23,No,8570.8,0.415,Day,112.4,0,100,0,0,0,0,88.3,3.9,0,0,0,21.45,0,46.2,8587.2,1227.167,32.4,0,39,73.657,0,25.557,0
23,No,12006,0.371,Night,52.333,0,10.4,0,11.733,20.367,20.95,12.825,26.233,1.4,21.1,5.9,18.533,0,81.5,14525.5,4459,12.25,1,5.333,39.422,18.079,4.018,8
53,Yes,885.5,8.09,Day,12,0,0,100,0,0,0,0,0,100,0,0,0,0,0,10860.5,56.25,1.5,0,0,85.714,0,0,0
23,Yes,27224.083,0.367,Day,11.222,0,41.167,0,0,31.8,0,0,88.867,2.9,3.45,4.9,0,0,0,22637.667,1076.75,2.417,0,0,8.236,0,0,0
55,No,2743,0.452,Day,60.667,0,0,0,0,0,81.32,19.3,1.5,2.9,0,11.8,0,0,0,55618,2738.833,2.2,0,4,84.73,0,5.587,0
53,No,2362.444,1.347,Day,21.625,0,0,0,0,0,0,0,100,100,0,0,0,0,0,2833.556,910.556,1.111,2,1,74.569,0,3.448,0.5
23,Yes,5467,0,Early,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,51046,616,1,0,0,4.762,0,0,0
53,No,6056.375,0.578,Early,18.857,0,2.6,0,0,0,21.12,85.45,5.2,2.9,0,0,0,0,0,9806.875,1422.25,1.75,1,14,32.938,0,24.454,28
53,No,2004,0,Day,0,0,0,0,0,0,0,0,95.2,0,0,4.8,0,0,0,406,1928,1,0,0,0,0,0,0
53,No,27542.714,0.156,Day,78.143,0,4.84,11.14,15.033,23.8,0,0,48.714,6.229,0.667,4.175,1.133,0,69.2,208322.143,5352,11.857,1,1,25.961,0.332,0.332,1
53,No,8747.25,0.979,Day,0,0,30.6,0,0,0,0,0,72.8,49.233,0,0,0,0,0,5889,76.75,2.5,0,0,0,0,0,0
53,Yes,11325,0.562,Day,9.833,0,72.58,0,0,13.4,66.3,0,10.633,12.367,20.333,1.5,13.5,0,0,22774.5,1141.25,7.375,0,0,14.927,132.068,0,0
53,Yes,2124.444,2.375,Early,4.6,0,1.5,25.64,49.4,46.76,0,0,38.8,18.467,51.2,23.4,34.15,0,30,6035.5,299.75,3.556,0,0,19.714,0,0,0
53,No,1426,1.383,Early,3,0,0,0,0,0,0,57.1,15.4,0,0,0,63.75,0,16.7,5223.333,18.333,3,1,7,30,20,70,7
23,Yes,5147.75,1.836,Day,21.75,0,36.375,100,36.675,5.65,0,0,34.08,22.2,2.7,0,32,0,100,69737.75,328.25,2.75,0,0,55.063,0,0,0
53,No,4,0,Early,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,9953,993,1,0,0,0,0,0,0
53,Yes,8652.1,1.154,Day,0,0,3.95,19.571,4.95,25,1.6,78.914,0.5,12.2,0,5.78,18.075,0,41.9,18218.9,1781.083,2.5,4.5,17.333,0,0,37.929,5.778
53,No,519,0,Day,1,0,0,0,0,16.7,0,0,66.7,16.7,0,0,0,0,0,385,184,2,0,0,16.667,0,0,0
53,Yes,6988.167,0.681,Day,14.417,0,0,25.1,0,11.9,78.2,74.293,19.45,5.9,0,0,27.8,0,50,7812.333,619.333,3,0,2.6,27.159,0,4.898,0
53,Yes,22880.6,0.495,Day,34,0,3.25,0,13.167,0,0,84.038,25.833,8.033,0,2.6,17.867,0,113.4,362512.5,1042,39.9,1,34.333,16.765,0,16.93,103
53,Yes,60572.083,0.073,Day,938.667,0,0.783,1.42,2.233,0,93.006,1.15,0.725,0.583,3.85,0.5,0.918,0.375,119.4,61666,22940.583,36.75,0,0,72.779,0.381,0,0
53,Yes,1970.625,3.174,Day,9.6,0,73.6,0,45.667,0,0,0,65.1,0,0,56.25,60.767,0,7.1,3110.25,111.125,1.625,0,0,64.538,0,0,0
53,Yes,1780.667,7.934,Day,11,0,100,0,23.8,57.15,0,0,0,0,38.1,23.8,0,0,0,1244,737.667,2.333,0,0,84.615,0,0,0
55,No,2446.333,1.066,Day,20.333,0,0,0,0,100,0,100,0,100,0,0,0,0,0,4308.5,1048.667,1.333,0,3,57.547,124.528,8.491,0
53,Yes,8807,0.702,Day,30.625,0,7.725,0,2.7,2.6,63.764,0,7.25,4.2,52.757,0,15.72,0,36.7,110597.222,2558.333,3.444,0,0,43.269,4.239,0,0
23,Yes,89,5.692,Early,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,6,94,1,2,2.5,0,63.636,45.455,2.5
53,Yes,14346.25,1.237,Day,2.8,0,3.933,0,25.6,0,52.1,0,40.533,64.312,0,0,29.467,0,40,26342.143,756.857,5.875,0,0,3.328,0,0,0
53,No,9576,0.342,Day,43.444,0,9.2,0,0,8.75,91.911,0,2,4.967,0,1.7,0,0,300,11472.111,3121,3,0,0,25.98,8.173,0,0
117,Yes,6270.182,0.759,Day,33.333,0,14.78,0,5.9,37.138,0,0,44,40.169,0,9.85,9.3,0,0,60579.25,515.5,5,1,1,62.893,1.887,1.887,1
53,Yes,24222,0.4,Day,17.444,0,18.85,15.45,22.45,35.989,0,0,30.97,7.078,5.975,31.54,21.75,0,68.4,31010.6,4273.1,7.091,0,0,12.948,1.484,0,0
117,No,1960.667,1.527,Night,15.667,0,0,0,0,0,0,0,0,100,0,0,0,0,0,17823.333,118.667,1,0,0,63.514,0,0,0
53,Yes,7926.889,1.08,Night,0,0,0,0,90.857,0,0,0,20.6,50.4,0,58.75,4.5,0,25,200293.5,297.9,2,0,0,0,0,0,0
53,No,4221,2.246,Day,11.5,0,0,3.4,0,88.975,0,0,0,40.7,0,0,0,0,0,5562.25,1097.25,7,0,0,34.586,0,0,0
53,Yes,31616.667,0.315,Day,15.333,0,31.112,0,14.067,17.725,20.96,0,22.183,12.9,63.382,0,4.833,0,82.4,51758.083,243.25,19.083,0,2,9.195,2.399,1.199,0
117,Yes,4118,2.137,Day,5.5,0,52,4,50.633,41.7,0,0,71.18,29.2,0,0,46.025,0,70,10037.625,909.5,2.556,0,0,26.33,0,0,0
53,Yes,2803.6,1.494,Day,4.571,0,68.971,0,18.2,74.15,0,25.7,51.929,28.1,27.3,22.7,12.7,0,0,5890.6,428.273,3.2,1,4,24.845,24.457,21.739,8
23,Yes,2589,0.417,Day,12,0,50,0,0,50,0,0,0,0,0,0,0,0,0,4688,174,3,0,0,50,0,0,0
23,No,6872.333,0.835,Day,14.4,0,18.75,18.8,0,21.5,0,0,61.767,16.6,0,0,0,0,23.1,4498.2,793.6,6.5,0,0,28.421,0,0,0
23,No,192,0.707,Late night,2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,17101,200,1,0,0,66.667,0,0,0
23,No,14,0,Day,3,0,0,0,0,0,0,0,0,100,0,0,0,0,0,79,271,1,0,0,100,0,0,0
23,No,7213,0.223,Day,6,0,0,0,0,7.5,0,0,0,92.5,0,0,0,0,0,4598,362,2,0,0,15,0,0,0
23,Yes,187,4.041,Night,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,403,298,1,1,1,0,0,50,1
23,No,1805,0,Early,0,0,0,0,0,0,0,0,0,0,0,0,100,0,108.7,661,1007,9,0,0,0,0,0,0
23,Yes,681,0.984,Day,17,0,25,0,0,87.5,0,0,0,0,0,0,0,0,0,1742,380,2,0,0,121.429,0,0,0
23,Yes,5316,3.259,Early,0,0,87.5,0,0,56.25,0,0,100,0,0,0,0,0,0,6077.75,117.75,1.667,0,0,0,0,0,0
23,No,283,0,Day,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,307,350,1,0,0,20,0,0,0
23,Yes,586.25,2.958,Day,0,0,0,0,0,0,99.425,0,0,2.3,100,0,0,0,0,6314,193.5,1.25,0,0,0,61.538,0,0
23,No,8523.545,0.289,Night,115.636,0,19.15,7.871,18.5,29.925,30.867,2.4,24.72,16,0,6.867,13.278,12.9,81.5,8319.091,1642.273,20.091,0,4,60.227,5.469,2.083,0
23,No,6104.333,0.421,Day,17,0,7,73.267,0,7.7,0,0,17.5,0,2.7,0,2.7,0,50,8301,555.333,5.667,0,0,26.02,0,0,0
23,No,3543,0,Early,8,0,0,0,0,0,0,0,100,0,0,0,0,0,0,806,1278,1,0,0,25,0,0,0
23,No,4620,0.391,Early,11.5,0,32.1,0,0,11.9,0,66.65,7.1,0,0,0,15.5,0,160,7157,149.5,6.5,0,4,23.711,0,8.247,0
23,No,7504.6,1.109,Day,18.6,0,18.1,0,100,64.35,0,0,65.6,13.15,0,0,12.1,0,50,6248.75,2392,4.4,0,0,37.5,0,0,0
23,No,1298,1.351,Early,2.5,0,5,0,0,0,81.317,0,62.1,0,0,0,45,0,0,16385.571,538.714,1.667,2,1,12.821,412.821,5.128,0.5
23,No,32068.25,0.164,Early,7.333,0,10.8,0,36.4,48.4,0,0,42.75,7.35,0,0,10.9,0,16.7,63835.75,6099,7,0,0,3.865,0,0,0
23,No,2173.125,1.559,Day,8.6,0,0,0,82.2,70.16,0,0,26.8,6.8,0,3.533,26.34,0,38.5,7323.625,641.75,4.375,0,0,41.198,0,0,0
23,No,1813,0.308,Night,42,0,0,0,0,0,0,0,0,1.9,0,98.1,0,0,0,324,389,2,0,0,79.245,0,0,0
23,No,11565,0.218,Early,27,0,0,0,0,0,0,0,0,41.5,0,0,58.5,0,25,38114,1953,2,0,0,32.927,0,0,0
23,No,1650,2.233,Night,24.5,0,0,0,53.95,0,0,0,54,0,0,0,38.1,0,50,4534,1016,2.5,0,0,66.216,0,0,0
53,Yes,4908.143,1.654,Day,5.833,0,35.7,0,39.2,0,0,0,45.157,65.05,0,0,54.08,0,15.4,3108.333,148,3.143,0,0,20.215,0,0,0
23,Yes,11968.583,0.248,Early,81.583,0,3.4,28.522,4.25,5.1,60.436,0,11.413,9.575,4.067,7.225,21.74,0,49.3,34757.417,10004.917,6.917,1,1,41.014,7.469,0.503,1
23,Yes,7365.2,0.973,Day,4,0,22.4,0,46.386,30.733,12.5,87.5,38.55,6.85,67.6,1.1,35.75,0,36.4,21244.4,2209.2,3.6,1,6,10.23,36.658,15.345,6
23,No,3028,0,Day,19,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1810,139,2,0,0,65.517,0,0,0
23,Yes,1610.4,6.795,Day,8,0,13,0,0,0,0,0,90.9,71.433,0,0,0,0,0,877,1273.833,1.6,0,0,72.727,0,0,0
23,No,424,0,Day,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1906,218,1,0,0,0,0,0,0
23,No,1915,1.21,Night,3,0,0,15.8,0,0,0,0,94.733,0,0,0,0,0,0,1123,483.333,3.333,0,0,21.951,7.317,0,0
23,No,5031.333,0.532,Day,28.5,0,17.2,0,85.733,0,0,0,18.3,7.3,0,0,0,0,0,2761.5,543.5,3,0,0,47.5,0,0,0
23,Yes,1823,0,Day,21,0,0,0,0,0,0,80,2.9,17.1,0,0,0,0,0,12,36,5,0,34,60,0,97.143,0
23,No,5000,0.284,Night,98,0,15.3,0,0,0,0,0,4,0,0,0,80.6,0,17.6,6089,1817,3,0,0,79.032,0,0,0
53,Yes,172,0,Day,3,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,1,0,0,60,0,0,0
23,Yes,14560.417,0.365,Day,30.75,0,13.757,7.5,6.575,28.633,0,69.233,9.367,1.6,0,19.38,1.7,0,100,21571.5,1183.417,5,2,8,22.122,0.719,5.755,16
23,No,9971,1.015,Day,0,0,24.25,0,0,49.15,0,0,51.1,2.1,0,0,0,0,0,3437,686.5,3,0,0,0,0,0,0
23,No,6315.5,0.233,Late night,12.5,0,0,0,11.5,31.9,30.1,0,3.5,9.7,53.1,0,7.1,0,166.7,2525,497.5,12.5,0,0,19.685,78.74,0,0
53,Yes,362,0,Day,3,0,0,0,0,0,0,100,0,0,0,0,0,0,0,236,220,1,0,0,75,0,0,0
23,Yes,993.286,1.645,Day,9.286,0,0,28.35,73.3,0,11.1,0,5.6,50.033,0,25.5,94.45,0,52.9,1316.571,159.429,2.571,0,0,42.763,4.605,0,0
23,No,538.5,2.833,Day,6,0,0,0,91.65,16.7,0,0,0,0,0,0,0,0,66.7,1016.333,254.5,4,2,2,32.432,0,10.811,1
23,Yes,849.667,5.343,Night,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,1113,231.667,2.333,0,0,0,0,0,0
23,No,9260,0.406,Early,28,0,0,0,39.3,0,0,40.9,17,22.6,0,0,0,0,0,3487.5,515.5,7,1,20,40.58,0,28.986,20
23,Yes,9975.833,0.599,Day,23.273,0,14.225,6.15,24.4,7.133,0,40.946,24.24,10.167,20.067,10.6,26.389,0,38.2,11872.417,1849.417,11.5,1.5,17,28.761,1.236,21.009,22.667
85,Yes,2834.111,2.158,Early,4.286,0,25.95,43.19,0,64.056,0,0,49.38,0,0,0,31.514,0,14.3,7591,396,2.778,0,0,18.634,0,0,0
23,Yes,276,0,Late night,8,0,0,0,0,0,0,0,84.6,15.4,0,0,0,0,0,185,161,2,0,0,61.538,0,0,0
23,No,355,0,Early,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,452,59,1,0,0,0,0,0,0
23,No,4182.8,1.807,Day,1,0,5.35,0,0,25.633,0,0,50.75,36.967,0,100,0,0,0,9879.6,319.8,3.8,0,0,3.311,0,0,0
53,Yes,2186,2.75,Day,4.25,0,19.4,0,100,88.2,0,0,36.4,3.2,0,0,0,0,0,510,490,4.833,0,0,11.333,2.667,0,0
53,Yes,3130,5.162,Day,1,0,0,0,100,0,0,89.5,0,55.25,0,0,0,0,0,4205.667,1095,1.5,2,12,6.452,70.968,77.419,6
23,Yes,6821,0.139,Day,51,0,0,4.9,1,0,0,50.2,46.9,0,0,0,0,0,0,156109,1574.667,4,0,56,49.515,0.971,54.369,0
23,No,49771.444,0.331,Day,105.222,0,1.5,2.967,2,3.425,69.167,8.567,0.475,1.9,15.05,14.72,4.6,0,56.6,197238,3404,10.444,3,5.5,22.825,4.648,1.193,7.333
23,No,10781.714,0.207,Early,27.429,0,3.233,4.15,26.85,92.4,0,55.243,19.825,11.85,0,9.7,0,0,0,16935.286,2451.714,16.857,1,38.4,10.774,0.393,15.084,96
23,No,8367.2,2.452,Day,7.333,0,18.4,6.6,62.375,5.6,0,0,30.24,18.533,0,4.3,17.45,0,40,13509.25,644.75,3.8,0,0,18.062,0,0,0
23,No,1218,0,Day,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1736,585,1,0,0,0,0,0,0
23,No,4243,0.78,Day,46.25,0,0,0,0,0,0,100,0,0,0,0,0,0,0,16343.5,2070,1,0,0,80.435,0,0,0
23,No,7831.714,0.494,Early,15.167,0,4.133,33.3,0,33.35,0,69.75,14.1,36.7,7.1,39.7,32.3,100,26.7,15646.286,133.286,4.714,1,11.5,26.81,0,20.328,23
23,Yes,5648.5,0.614,Day,20.5,0,0,0,8.2,15.1,0,0,60.3,0,16.4,57.1,42.9,0,100,7733,424.333,5,0,0,47.126,0,0,0
23,No,15569.875,0.771,Day,8,0,2.55,0,14.333,37.175,0,0,20.7,44.4,0,52.8,52.7,0,71.4,57505.125,787.625,3.75,4,32,9.624,1.203,38.496,8
23,No,6414,0.916,Day,15,0,10,0,53.9,57.4,0,0,27.75,0,0,0,11.9,0,50,18633.667,2581.667,5,0,0,32.374,0,0,0
23,No,9366,0.376,Day,13,0,87,0,0,0,0,0,13,0,0,0,0,0,0,8718,2333,3,0,0,14.13,0,0,0
23,Yes,8370.444,0.637,Day,69.111,0,22.15,16.15,10.35,15.9,0,73.97,19.633,47.6,14.35,0,0.7,0,0,14762.667,2482.111,17.778,0,28,56.087,0,22.723,0
23,Yes,4413.7,1.132,Day,15.889,0,4.8,0,18.5,40.286,72.838,17.2,26.5,0,7.6,21.933,52.5,0,45.5,4019.636,424,4,0,0,32.761,37.113,0,0
23,Yes,1397,2.596,Day,0,0,6.7,0,0,0,86.7,0,0,0,0,0,53.35,0,14.3,5798,849,4,4,5,0,30.769,25.641,1.25
53,No,2030,0.552,Day,0,0,0,0,73.5,14.5,0,0,0,3.6,0,0,8.4,0,100,179,3143,18,0,0,0,0,0,0
23,No,12811,2.007,Early,88,0,9.6,0,0,83.52,0,0,0.6,71.3,0.6,0,0.3,0,0,38153.333,6674.5,2.5,0,0,58.375,0,0,0
23,No,50,0.408,Day,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,5510,118,1,0,0,0,28.571,0,0
23,No,10971,3.766,Early,14,0,28.1,0,0,85.95,0,0,0,0,0,0,0,0,0,12585,835.8,2,0,0,20,0,0,0
0,Yes,12584.429,0.558,Day,20,0,38.567,10,1.4,2.9,73.9,6.65,35.5,23.52,14.5,0,28,0,26.7,32581.667,1245.833,9.143,1,6,16.607,3.321,4.982,9
23,Yes,10522.667,0.671,Day,9.9,0,63.846,10.65,14,25.725,0,0,30.7,4.08,3.1,0,39.55,0,20,11593.583,1232.083,4.667,0,0,16.141,0,0,0
53,Yes,13809.727,0.499,Day,19.636,0,17.3,38.8,11.9,22.3,0,33.858,40.618,6.1,0,8.3,23.578,0,52,130691.909,481.364,8,1,3.25,24.027,0,3.977,13
53,No,1001,0,Day,20,0,0,0,0,85.7,0,0,14.3,0,0,0,0,0,0,1791,18,2,0,0,71.429,0,0,0
23,Yes,65.5,7.506,Early,0,0,0,0,33.3,0,0,0,100,66.7,0,0,0,0,0,951,136.5,1.5,0,0,0,0,0,0
23,No,5594,0,Early,2,0,0,0,94.6,0,0,0,0,5.4,0,0,0,0,0,106,78,2,0,0,5.405,0,0,0
23,Yes,9712.7,0.618,Day,14,0,6,18.617,16.14,53.214,46.386,38.5,41.214,10.9,0,15.7,8.06,0,50,12066.556,1332.909,6.9,1,4,22.727,41.396,6.494,4
23,No,7600,0.568,Day,0,0,68.4,0,0,31.6,0,0,26.2,1.5,0,0,72.3,0,50,12494.5,2272,3.5,0,0,0,0,0,0
23,No,5905.8,0.681,Early,20.5,0,37.167,0,68.55,0,0,0,23.3,0,0,0,56.975,0,66.7,3835.2,1759.8,5.6,0,0,34.983,3.413,0,0
23,No,3484.909,1.024,Day,7.9,0,22.45,8.3,51.85,53.05,43.8,0,3.3,23.7,0,15.1,0,0,42.9,7524.455,660.091,4.182,0,0,24.274,3.073,0,0
53,No,14981.167,0.713,Day,26.5,0,0,17.3,0.4,5.8,0,89.983,0,0,0,0,8.25,0,105.9,69930.333,2989,7.667,1.5,14,24.499,1.849,12.943,18.667
23,No,1588,0,Early,0,0,0,0,0,88.9,0,0,11.1,0,0,0,0,0,0,1764,114,2,0,0,0,0,0,0
53,Yes,6954.182,0.924,Day,2,0,69.978,71.45,0,46.633,14.3,0,71.125,34.14,0,18,0,0,0,5606.636,405.273,4.273,1,24,5.164,343.427,61.972,24
23,Yes,1998.75,4.562,Day,0,0,10,0,0,30,0,71,21.867,42.767,0,0,11.1,0,4.8,1412.5,1959.667,7.25,1,9,0,0,50.704,36
55,No,492.5,0.713,Night,10,0,36.4,0,0,0,0,81.8,0,0,0,0,0,0,0,3435.5,325,1,0,4,100,0,40,0
53,No,849,0,Night,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,187,0,1,0,0,0,0,0,0
53,Yes,32834.083,0.414,Night,27.909,0,0,3.9,0,2.7,0,94.347,8.8,5.7,0,0,14.967,0,10.5,51422,6273.75,1.417,2,17.25,15.377,0,9.504,34.5
53,No,4347,2.577,Day,14,0,0,0,0,34.5,0,0,0,82.75,0,0,0,0,0,5847,4206,2,0,0,43.75,0,0,0
23,No,13076.75,0.619,Night,106.4,0,9.8,0,36.3,4.7,65.217,53.633,9.8,7.567,0,24.9,4.1,0,70.4,36750.222,4497,7.25,4,77.5,55.743,31.434,40.602,38.75
